"Cell"	"Cell_BROAD"	"Cell_COSMIC"	"Drug"	"LN_IC50"
"SIDM00544"	"ACH-001716"	906875	176870	3.91106238214084
"SIDM01259"	"ACH-002238"	906877	176870	3.7730276668904
"SIDM01251"	"ACH-002240"	907043	176870	1.92267793395113
"SIDM01073"	"ACH-002242"	907044	176870	1.78954599249603
"SIDM00594"	"ACH-000004"	907053	176870	0.831191585166529
"SIDM00671"	"ACH-000061"	907056	176870	3.77220965401912
"SIDM00661"	"ACH-000914"	907063	176870	3.10703380146394
"SIDM00695"	"ACH-000322"	907067	176870	2.62916122118076
"SIDM00694"	"ACH-000538"	907073	176870	2.42035949216052
"SIDM01206"	"ACH-002248"	907170	176870	2.65236554017907
"SIDM00225"	"ACH-002143"	907172	176870	2.96326039365655
"SIDM00224"	"ACH-000569"	907173	176870	3.02936954167608
"SIDM01039"	"ACH-001529"	907175	176870	2.08403829285997
"SIDM00808"	"ACH-002252"	907268	176870	2.62507048841113
"SIDM01013"	"ACH-000106"	907269	176870	4.27820373907607
"SIDM01012"	"ACH-000346"	907270	176870	3.67435149337971
"SIDM00613"	"ACH-000231"	907271	176870	2.2077758439516
"SIDM01007"	"ACH-002256"	907272	176870	2.54562371753513
"SIDM01010"	"ACH-000053"	907273	176870	2.89257386229772
"SIDM01008"	"ACH-000315"	907274	176870	3.3932799359643
"SIDM01005"	"ACH-000263"	907275	176870	3.12172789369889
"SIDM01003"	"ACH-000101"	907277	176870	1.96697480563645
"SIDM00785"	"ACH-000386"	907278	176870	2.72167697345758
"SIDM00612"	"ACH-002257"	907279	176870	3.44634806168958
"SIDM01019"	"ACH-002258"	907280	176870	2.87326971922228
"SIDM00607"	"ACH-000622"	907282	176870	2.23221678625126
"SIDM00535"	"ACH-001519"	907290	176870	3.75281176372471
"SIDM00553"	"ACH-002262"	907300	176870	3.17141740128083
"SIDM00308"	"ACH-000074"	907311	176870	2.91704513182674
"SIDM00555"	"ACH-000631"	907313	176870	0.793813785367622
"SIDM00556"	"ACH-000227"	907314	176870	1.2238788746458
"SIDM00327"	"ACH-000754"	907322	176870	3.06480607216184
"SIDM00329"	"ACH-000806"	907323	176870	2.38357293685146
"SIDM00346"	"ACH-000301"	907783	176870	2.16923114284009
"SIDM00297"	"ACH-002157"	907786	176870	1.16773239924259
"SIDM00549"	"ACH-002267"	907787	176870	3.49786628516032
"SIDM00683"	"ACH-000977"	907788	176870	3.52749131678203
"SIDM00342"	"ACH-000104"	907789	176870	2.05957382862848
"SIDM00340"	"ACH-000204"	907791	176870	2.47635118059865
"SIDM00776"	"ACH-000501"	907792	176870	1.59499602007534
"SIDM00660"	"ACH-000985"	907794	176870	3.09967844668552
"SIDM00677"	"ACH-000007"	907795	176870	0.896443888845801
"SIDM00637"	"ACH-000583"	907799	176870	0.892315687338681
"SIDM00526"	"ACH-000072"	908126	176870	2.63408637268525
"SIDM00387"	"ACH-000078"	908135	176870	3.69802541145533
"SIDM00388"	"ACH-002272"	908136	176870	2.84786271900045
"SIDM00441"	"ACH-002273"	908141	176870	2.79837181870726
"SIDM00561"	"ACH-002274"	908142	176870	3.19443586208863
"SIDM00438"	"ACH-002275"	908143	176870	3.86904799530585
"SIDM00431"	"ACH-000918"	908147	176870	0.608131062099649
"SIDM01023"	"ACH-000006"	908148	176870	2.2604890799173
"SIDM00623"	"ACH-002339"	908149	176870	3.63814943400933
"SIDM00222"	"ACH-000319"	908150	176870	1.2486528310202
"SIDM00562"	"ACH-002163"	908151	176870	3.65058597455028
"SIDM00640"	"ACH-000335"	908152	176870	2.89604668321637
"SIDM00657"	"ACH-000045"	908156	176870	1.23468910195455
"SIDM00429"	"ACH-000938"	908158	176870	2.53630340302056
"SIDM00641"	"ACH-000944"	908159	176870	2.30163357095133
"SIDM00244"	"ACH-002083"	908440	176870	2.0722973342926
"SIDM00655"	"ACH-001578"	908441	176870	1.65905331932755
"SIDM01146"	"ACH-000932"	908444	176870	2.6124924809264
"SIDM01144"	"ACH-000303"	908445	176870	3.6995526349995
"SIDM01145"	"ACH-000581"	908446	176870	2.43334997900512
"SIDM00577"	"ACH-001603"	908447	176870	3.44776521366797
"SIDM00576"	"ACH-002290"	908448	176870	3.29304281905238
"SIDM00575"	"ACH-000200"	908449	176870	1.01267816022059
"SIDM00573"	"ACH-001606"	908450	176870	1.85151820072772
"SIDM00580"	"ACH-000168"	908451	176870	3.6515933215997
"SIDM00574"	"ACH-001605"	908452	176870	3.31464218079606
"SIDM01203"	"ACH-002291"	908454	176870	2.71486747082999
"SIDM00778"	"ACH-000403"	908457	176870	1.23531349993228
"SIDM00779"	"ACH-000491"	908458	176870	3.59235316963166
"SIDM00651"	"ACH-000980"	908467	176870	2.92001152407873
"SIDM00697"	"ACH-000830"	908469	176870	3.71589794899714
"SIDM00748"	"ACH-000015"	908471	176870	2.47444426186992
"SIDM00743"	"ACH-000448"	908473	176870	3.76267357492265
"SIDM00710"	"ACH-000394"	908480	176870	3.57028208753159
"SIDM00731"	"ACH-000399"	908481	176870	3.40761122023571
"SIDM01129"	"ACH-000816"	908483	176870	2.93752546400263
"SIDM01117"	"ACH-002176"	909194	176870	3.68121860527336
"SIDM00567"	"ACH-000776"	909248	176870	2.4543953836381
"SIDM00457"	"ACH-000024"	909249	176870	2.67335339460695
"SIDM00239"	"ACH-000159"	909250	176870	-0.367139087885639
"SIDM00364"	"ACH-002059"	909252	176870	2.51009305129208
"SIDM00363"	"ACH-000770"	909253	176870	2.55053556486134
"SIDM00241"	"ACH-002179"	909256	176870	2.70754903389416
"SIDM00451"	"ACH-000937"	909260	176870	2.18929572282329
"SIDM00844"	"ACH-000654"	909262	176870	3.12127049752404
"SIDM00447"	"ACH-000960"	909696	176870	2.80633362334338
"SIDM01092"	"ACH-002301"	909697	176870	3.29540155532792
"SIDM01090"	"ACH-000943"	909698	176870	2.90575778724001
"SIDM00813"	"ACH-001182"	909701	176870	3.04947180052992
"SIDM00403"	"ACH-000636"	909702	176870	2.42878141002824
"SIDM01086"	"ACH-000874"	909703	176870	2.60773503145431
"SIDM00383"	"ACH-002198"	909711	176870	2.59694986161941
"SIDM00382"	"ACH-000609"	909712	176870	2.71537112700015
"SIDM01079"	"ACH-000441"	909713	176870	3.79703720966372
"SIDM00396"	"ACH-000112"	909715	176870	1.67068483041385
"SIDM01112"	"ACH-000748"	909717	176870	2.3018228234538
"SIDM01109"	"ACH-000145"	909720	176870	3.30383921935611
"SIDM00380"	"ACH-000373"	909722	176870	3.11776745472067
"SIDM01107"	"ACH-000465"	909723	176870	3.78241394613512
"SIDM01097"	"ACH-001193"	909731	176870	2.2924842224097
"SIDM01113"	"ACH-000939"	909732	176870	2.29336836953464
"SIDM00390"	"ACH-000664"	909742	176870	2.30257293870925
"SIDM01154"	"ACH-000953"	909743	176870	3.12341935549033
"SIDM01175"	"ACH-002309"	909754	176870	4.13207967503592
"SIDM01159"	"ACH-002310"	909756	176870	2.55419695850864
"SIDM01178"	"ACH-002200"	909758	176870	0.931210803638045
"SIDM00252"	"ACH-001861"	909769	176870	3.34101750834255
"SIDM01172"	"ACH-000146"	909771	176870	2.8898330129391
"SIDM01205"	"ACH-002314"	909773	176870	2.88439616175211
"SIDM00424"	"ACH-001680"	909777	176870	1.73294320616583
"SIDM00412"	"ACH-001709"	909785	176870	2.60998669331253
"SIDM00235"	"ACH-000189"	909974	176870	1.94418557807587
"SIDM00554"	"ACH-000524"	909975	176870	2.63802628467745
"SIDM01018"	"ACH-000815"	909976	176870	2.46878899881341
"SIDM01247"	"ACH-002300"	910401	176870	2.724371929187
"SIDM00482"	"ACH-002302"	910544	176870	3.12770472341979
"SIDM00467"	"ACH-002299"	910545	176870	2.09572949203108
"SIDM00469"	"ACH-000320"	910546	176870	2.90054502091647
"SIDM00282"	"ACH-000998"	910554	176870	3.90194614450802
"SIDM00286"	"ACH-000136"	910567	176870	2.96327910361037
"SIDM01248"	"ACH-001023"	910568	176870	2.92483552011344
"SIDM00842"	"ACH-002219"	910569	176870	3.22821618231725
"SIDM00233"	"ACH-002058"	910687	176870	2.64442530837178
"SIDM00917"	"ACH-002218"	910688	176870	3.01585509194225
"SIDM00142"	"ACH-000864"	910691	176870	3.55091477776205
"SIDM00143"	"ACH-000803"	910692	176870	2.62483496554637
"SIDM00794"	"ACH-001442"	910697	176870	-0.0804070102176733
"SIDM01233"	"ACH-000009"	910700	176870	2.08425048115246
"SIDM00907"	"ACH-000440"	910703	176870	2.97773549410263
"SIDM00287"	"ACH-002211"	910705	176870	3.22379743092862
"SIDM00985"	"ACH-000245"	910706	176870	1.13809433569741
"SIDM00962"	"ACH-000432"	910710	176870	1.57009556150156
"SIDM00324"	"ACH-001674"	910780	176870	2.81386769368565
"SIDM01089"	"ACH-000371"	910861	176870	3.19577729863556
"SIDM01197"	"ACH-000722"	910905	176870	2.83494703413903
"SIDM01198"	"ACH-000567"	910906	176870	2.91207910206133
"SIDM01187"	"ACH-000568"	910910	176870	3.62663433976968
"SIDM01083"	"ACH-000254"	910911	176870	3.60256386698758
"SIDM00895"	"ACH-002215"	910918	176870	2.57676995186186
"SIDM00896"	"ACH-002214"	910919	176870	2.88962595948187
"SIDM00801"	"ACH-000008"	910921	176870	2.32507204018959
"SIDM00384"	"ACH-001642"	910930	176870	2.09984127141758
"SIDM00492"	"ACH-000269"	910933	176870	3.38875228165504
"SIDM00502"	"ACH-000157"	910934	176870	2.61933154930827
"SIDM00495"	"ACH-000697"	910935	176870	1.11060631653467
"SIDM00243"	"ACH-002288"	910942	176870	2.43348119150271
"SIDM00212"	"ACH-000464"	910943	176870	3.68619058814565
"SIDM00211"	"ACH-002209"	910944	176870	1.30809983718052
"SIDM00446"	"ACH-000113"	910947	176870	1.95195207509966
"SIDM00332"	"ACH-001819"	910948	176870	3.65350107981433
"SIDM00681"	"ACH-000252"	917486	176870	3.58533605158738
"SIDM00938"	"ACH-000902"	924106	176870	2.55302224829913
"SIDM01064"	"ACH-000267"	924110	176870	2.81985922189779
"SIDM00302"	"ACH-002149"	924186	176870	2.18167120092695
"SIDM01210"	"ACH-002259"	924188	176870	3.08493480516767
"SIDM00056"	"ACH-002148"	924238	176870	3.3236133913636
"SIDM00312"	"ACH-000183"	924239	176870	2.75068930832099
"SIDM00759"	"ACH-000587"	924244	176870	2.30489128730344
"SIDM01157"	"ACH-001400"	924247	176870	1.3397379890832
"SIDM01173"	"ACH-000772"	924248	176870	2.70567758060279
"SIDM01242"	"ACH-002162"	925339	176870	2.6540403173677
"SIDM00299"	"ACH-002271"	925343	176870	3.43207742526063
"SIDM00242"	"ACH-002067"	925345	176870	0.0577525807444126
"SIDM01088"	"ACH-000965"	930082	176870	1.78626019429871
"SIDM00328"	"ACH-000605"	946355	176870	0.183414168916606
"SIDM00023"	"ACH-002311"	946356	176870	-2.59609432283475
"SIDM00410"	"ACH-002317"	946358	176870	2.90693460499566
"SIDM00963"	"ACH-000927"	946359	176870	3.15713629229733
"SIDM00157"	"ACH-002261"	946363	176870	3.23841168146327
"SIDM00622"	"ACH-002224"	946367	176870	2.20873413116336
"SIDM00732"	"ACH-002225"	946368	176870	2.78493797361088
"SIDM00620"	"ACH-002226"	946369	176870	3.06525265519866
"SIDM00542"	"ACH-002227"	946370	176870	2.18663496836532
"SIDM00208"	"ACH-002229"	946373	176870	0.660222234844304
"SIDM00283"	"ACH-002221"	949088	176870	2.51446477799374
"SIDM00289"	"ACH-002241"	949153	176870	3.20161746951024
"SIDM00240"	"ACH-002180"	949154	176870	3.46547298748454
"SIDM00261"	"ACH-002109"	949155	176870	2.52524483296518
"SIDM00264"	"ACH-002105"	949156	176870	2.18643087034145
"SIDM00262"	"ACH-002107"	949157	176870	1.02859997106015
"SIDM00266"	"ACH-002103"	949158	176870	1.80033954509327
"SIDM00202"	"ACH-002118"	949161	176870	3.57370995701627
"SIDM00200"	"ACH-002112"	949162	176870	5.29305372201552
"SIDM00205"	"ACH-002110"	949163	176870	2.76809792025218
"SIDM00197"	"ACH-002115"	949164	176870	2.87899803002375
"SIDM00198"	"ACH-002114"	949165	176870	1.45288248200814
"SIDM00621"	"ACH-002113"	949166	176870	3.91775842180908
"SIDM00195"	"ACH-002117"	949168	176870	-0.818933137405834
"SIDM00330"	"ACH-001355"	949170	176870	3.50339563676551
"SIDM00259"	"ACH-002278"	949171	176870	1.71838825124396
"SIDM00258"	"ACH-002279"	949172	176870	3.42825483172474
"SIDM00253"	"ACH-002284"	949173	176870	3.38357123626094
"SIDM00156"	"ACH-002285"	949174	176870	3.32480652509181
"SIDM00255"	"ACH-002282"	949175	176870	1.78974647950809
"SIDM00254"	"ACH-002283"	949176	176870	1.99072682832948
"SIDM00257"	"ACH-002280"	949177	176870	2.01279356825211
"SIDM00256"	"ACH-002281"	949178	176870	2.95025629769396
"SIDM00578"	"ACH-000804"	949179	176870	2.65954532118374
"SIDM00427"	"ACH-002194"	971773	176870	2.54742726754317
"SIDM00179"	"ACH-002165"	971777	176870	2.96280873744641
"SIDM00861"	"ACH-000906"	1240128	176870	2.78262907230335
"SIDM00527"	"ACH-000935"	1240173	176870	3.25282675464588
"SIDM00579"	"ACH-002277"	1240181	176870	3.18787945470388
"SIDM00770"	"ACH-000559"	1240182	176870	2.62252300332212
"SIDM00768"	"ACH-000894"	1240183	176870	0.519329150524223
"SIDM00704"	"ACH-000639"	1240189	176870	3.17591444784589
"SIDM01149"	"ACH-001365"	1240193	176870	2.30938176832918
"SIDM00419"	"ACH-000424"	1240221	176870	2.92015028386288
"SIDM01176"	"ACH-000059"	1247871	176870	3.18120137126347
"SIDM00462"	"ACH-000336"	1290455	176870	2.91087150296204
"SIDM00944"	"ACH-000249"	1290769	176870	3.82532215435077
"SIDM00994"	"ACH-000105"	1295740	176870	1.69836504868495
"SIDM00993"	"ACH-000838"	1295741	176870	2.67119010791296
"SIDM00521"	"ACH-000743"	1297439	176870	3.67008912435606
"SIDM00946"	"ACH-000981"	1297446	176870	2.7255382784946
"SIDM01048"	"ACH-000821"	1297447	176870	2.6561233770949
"SIDM00859"	"ACH-001498"	1297449	176870	2.35997235355013
"SIDM00700"	"ACH-001363"	1298352	176870	3.34732317660462
"SIDM01077"	"ACH-000115"	1299075	176870	3.16101419015558
"SIDM00854"	"ACH-000162"	1303896	176870	-1.16832807296425
"SIDM01058"	"ACH-000073"	1303897	176870	3.0969092056913
"SIDM01071"	"ACH-000515"	1303901	176870	3.16291820337689
"SIDM00668"	"ACH-002245"	1322218	176870	1.74679906806142
"SIDM00045"	"ACH-002141"	1322224	176870	2.6815609729161
"SIDM00428"	"ACH-000294"	1323913	176870	2.27624065479229
"SIDM01036"	"ACH-000653"	1327766	176870	2.43086908407091
"SIDM00689"	"ACH-000151"	1327768	176870	2.05420853066346
"SIDM00688"	"ACH-002253"	1327769	176870	2.41604259653884
"SIDM01015"	"ACH-000326"	1327771	176870	2.51013628257364
"SIDM01017"	"ACH-002255"	1327774	176870	1.62941323146395
"SIDM01004"	"ACH-000983"	1330931	176870	2.23949442453236
"SIDM01034"	"ACH-001106"	1330933	176870	2.04810316602011
"SIDM00313"	"ACH-000702"	1330935	176870	2.66645740689104
"SIDM00338"	"ACH-000439"	1330942	176870	3.45494419360975
"SIDM00437"	"ACH-000362"	1330947	176870	1.3014841725119
"SIDM00434"	"ACH-000745"	1330950	176870	2.8384989651939
"SIDM01217"	"ACH-002276"	1330960	176870	2.25983066824084
"SIDM00766"	"ACH-000586"	1330972	176870	2.74406816549332
"SIDM01201"	"ACH-002289"	1330981	176870	2.07300769323087
"SIDM00443"	"ACH-000287"	1330982	176870	2.50158021105359
"SIDM00461"	"ACH-000065"	1330983	176870	2.29408621999227
"SIDM00460"	"ACH-000124"	1330984	176870	1.2917204122135
"SIDM00458"	"ACH-000751"	1330985	176870	2.29377504436538
"SIDM00362"	"ACH-002293"	1330987	176870	1.28180076572813
"SIDM00450"	"ACH-000218"	1330991	176870	3.65303049782486
"SIDM00448"	"ACH-001638"	1330995	176870	3.02110922660676
"SIDM00415"	"ACH-001639"	1331025	176870	3.90433196778099
"SIDM00400"	"ACH-002392;ACH-002303"	1331030	176870	1.54029843721699
"SIDM00374"	"ACH-002062"	1331032	176870	2.77266931360453
"SIDM00404"	"ACH-002307"	1331034	176870	2.00567794467395
"SIDM00405"	"ACH-000365"	1331035	176870	-0.203831752261262
"SIDM00407"	"ACH-000611"	1331037	176870	1.13457295299288
"SIDM00423"	"ACH-000656"	1331038	176870	1.54785457622027
"SIDM00422"	"ACH-001203"	1331039	176870	2.81003538954603
"SIDM00421"	"ACH-000226"	1331040	176870	2.20336999599862
"SIDM00323"	"ACH-002313"	1331045	176870	2.22793520218678
"SIDM00416"	"ACH-001703"	1331048	176870	2.705777370785
"SIDM01102"	"ACH-002316"	1331049	176870	2.03569501279872
"SIDM00413"	"ACH-000534"	1331050	176870	2.84149513044537
"SIDM00263"	"ACH-002106"	684057	5284616	0.584989636868726
"SIDM00269"	"ACH-002108"	684059	5284616	-0.0267738871262722
"SIDM00203"	"ACH-002111"	684062	5284616	-2.12318084357055
"SIDM01111"	"ACH-000087"	684072	5284616	-2.27039331975366
"SIDM00909"	"ACH-000644"	687448	5284616	1.06177765540619
"SIDM00998"	"ACH-000137"	687562	5284616	-2.19174052409318
"SIDM01189"	"ACH-000075"	687590	5284616	-1.94686831596732
"SIDM01120"	"ACH-002174"	687600	5284616	-4.06138244469503
"SIDM00746"	"ACH-000766"	687799	5284616	-2.52908871007009
"SIDM00745"	"ACH-000035"	687800	5284616	0.661516918655213
"SIDM00737"	"ACH-001362"	687804	5284616	0.260588526525921
"SIDM00769"	"ACH-000733"	687807	5284616	0.0491712109562133
"SIDM00865"	"ACH-000530"	687983	5284616	-1.62496684551534
"SIDM00653"	"ACH-000514"	687997	5284616	-1.19422407147
"SIDM00741"	"ACH-000431"	688006	5284616	-1.39351191008632
"SIDM00767"	"ACH-001136"	688007	5284616	-1.76220876873247
"SIDM00760"	"ACH-000729"	688010	5284616	-2.00707267484478
"SIDM00706"	"ACH-000290"	688013	5284616	-3.26106983215796
"SIDM00699"	"ACH-001138"	688014	5284616	-0.768823030317288
"SIDM00733"	"ACH-000525"	688015	5284616	-1.49940521744345
"SIDM00719"	"ACH-001364"	688021	5284616	0.475410532397898
"SIDM00965"	"ACH-000800"	688023	5284616	-0.707845593158099
"SIDM01128"	"ACH-000767"	688025	5284616	-2.51458392253686
"SIDM01126"	"ACH-001599"	688026	5284616	-1.46884076508789
"SIDM01121"	"ACH-000358"	688027	5284616	-1.47142490852484
"SIDM01131"	"ACH-000355"	688031	5284616	-0.279666334769198
"SIDM01100"	"ACH-000366"	688086	5284616	-0.562141611256516
"SIDM01099"	"ACH-000341"	688087	5284616	-0.835965687401189
"SIDM01179"	"ACH-001702"	688121	5284616	-6.91193808731153
"SIDM00293"	"ACH-002052"	713878	5284616	-2.78857640583275
"SIDM00365"	"ACH-002196"	713885	5284616	-3.2662209317783
"SIDM00649"	"ACH-000510"	724831	5284616	-0.360536671515645
"SIDM00921"	"ACH-000264"	724859	5284616	0.510720346322841
"SIDM00547"	"ACH-000438"	724863	5284616	-0.0882668562842084
"SIDM00645"	"ACH-000666"	724866	5284616	-7.96634180804421
"SIDM01078"	"ACH-000790"	724872	5284616	-0.432520934200238
